"","LD1","LD2","LD3","LD4","LD5","LD6","LD7","LD8","LD9"
"48889",1.76420458712939e-06,7.99475903902123e-08,1.91968070060569e-07,1.48210445983684e-06,2.47352269098741e-08,4.05498775975842e-08,5.82245055103825e-09,1.06484571127199e-08,4.67362849023866e-07
"48889",1.7642045871294e-06,7.99475903902126e-08,1.9196807006057e-07,1.48210445983685e-06,2.47352269098742e-08,4.05498775975844e-08,5.82245055103819e-09,1.064845711272e-08,4.67362849023868e-07
"4889",5.0689917827112e-07,1.11882101520051e-06,3.2127220854684e-06,1.38558943054963e-05,2.00581157554889e-06,7.9861641837969e-06,2.80929433290229e-05,2.09384796149033e-06,3.68343214323475e-06
"4889",5.06899178271112e-07,1.11882101520052e-06,3.2127220854684e-06,1.38558943054963e-05,2.00581157554888e-06,7.9861641837969e-06,2.80929433290229e-05,2.09384796149033e-06,3.68343214323476e-06
"48901",8.34190591266659e-05,5.11230184506228e-07,5.30863477107428e-07,8.66944046002663e-06,5.41652601821581e-05,1.28703041595169e-06,3.12986938493665e-06,7.68495678035337e-06,6.84287675992129e-10
"48901",8.34190591266658e-05,5.1123018450623e-07,5.3086347710743e-07,8.66944046002665e-06,5.4165260182158e-05,1.28703041595169e-06,3.12986938493665e-06,7.68495678035337e-06,6.84287675992158e-10
"48924",3.87598042365599e-07,1.00274345456015e-06,9.58520699924448e-08,2.27855386265924e-08,1.16674295920264e-07,1.34122010545278e-07,4.77181535242776e-10,4.3176891017895e-07,3.51053252223485e-08
"48924",3.87598042365602e-07,1.00274345456015e-06,9.58520699924453e-08,2.27855386265925e-08,1.16674295920265e-07,1.34122010545279e-07,4.7718153524282e-10,4.31768910178953e-07,3.5105325222349e-08
"48930",2.12136805807863e-06,8.88020709840043e-08,1.00323516295181e-08,7.78886890188227e-08,5.85430558755553e-07,2.57915521019158e-07,1.13586900271613e-07,3.09569284167396e-07,1.51058241742837e-08
"48930",2.12136805807865e-06,8.8802070984005e-08,1.00323516295181e-08,7.78886890188231e-08,5.85430558755558e-07,2.5791552101916e-07,1.13586900271614e-07,3.09569284167397e-07,1.51058241742837e-08
"48942",7.78964746999515e-05,2.12391996262596e-06,1.04078295100776e-06,1.11649973742052e-05,7.37021812396571e-06,2.01853082870797e-07,3.73881337577497e-06,2.58520498677264e-09,3.04215211929395e-06
"48942",7.78964746999517e-05,2.12391996262596e-06,1.04078295100775e-06,1.11649973742052e-05,7.37021812396571e-06,2.01853082870795e-07,3.73881337577497e-06,2.58520498677285e-09,3.04215211929394e-06
"48944",3.59005277111082e-06,1.45280119157759e-07,1.06585111780326e-08,1.1316357122119e-07,7.87107989214031e-08,1.4136140392214e-07,2.57863364899713e-08,4.80189714258717e-07,5.48794135442014e-07
"48944",3.59005277111084e-06,1.4528011915776e-07,1.06585111780327e-08,1.1316357122119e-07,7.87107989214032e-08,1.41361403922141e-07,2.57863364899715e-08,4.8018971425872e-07,5.48794135442017e-07
"48957",3.56415156024143e-06,1.60205736105079e-07,1.6013045088769e-07,2.33638639072905e-07,9.8458157831776e-09,1.466734451484e-07,8.32524821435358e-09,2.27308411183226e-08,6.25142844284629e-08
"48957",3.56415156024143e-06,1.6020573610508e-07,1.6013045088769e-07,2.33638639072905e-07,9.84581578317759e-09,1.46673445148401e-07,8.32524821435355e-09,2.27308411183225e-08,6.25142844284628e-08
"48969",6.16355847221636e-05,1.25220753435721e-06,7.71480406656605e-07,9.39226752233421e-06,2.60735914491148e-05,7.90972531292192e-06,1.46797228925874e-05,1.60286037015268e-06,5.52458321272383e-07
"48969",6.16355847221637e-05,1.25220753435721e-06,7.71480406656609e-07,9.39226752233422e-06,2.60735914491148e-05,7.90972531292192e-06,1.46797228925873e-05,1.60286037015268e-06,5.52458321272388e-07
"48971",1.21848156245701e-06,2.6709952573346e-07,1.2908491705526e-06,7.7321755138227e-07,2.73906411251679e-08,1.88258157826637e-07,1.81168216504991e-07,6.32332301312221e-07,1.32081160776067e-07
"48971",1.21848156245702e-06,2.67099525733461e-07,1.29084917055261e-06,7.73217551382276e-07,2.73906411251681e-08,1.88258157826639e-07,1.81168216504993e-07,6.32332301312225e-07,1.32081160776068e-07
"49022",2.68511839589337e-06,2.0090002446523e-06,1.52909994818682e-07,1.65073911804515e-08,8.50913270613763e-08,8.8361380959257e-08,3.24312559313433e-09,1.10468305544251e-06,4.64134299685612e-08
"49022",2.68511839589339e-06,2.00900024465232e-06,1.52909994818682e-07,1.65073911804517e-08,8.50913270613769e-08,8.83613809592577e-08,3.24312559313436e-09,1.10468305544252e-06,4.64134299685615e-08
"49023",1.17818358353677e-05,3.24617106207013e-09,1.03676112184684e-06,1.18081674864569e-06,4.21614418162203e-07,4.92449160031867e-09,2.74380196060851e-07,2.50800463987737e-06,2.5093305635828e-06
"49023",1.17818358353677e-05,3.24617106207015e-09,1.03676112184684e-06,1.18081674864569e-06,4.21614418162201e-07,4.92449160031866e-09,2.7438019606085e-07,2.50800463987737e-06,2.5093305635828e-06
"49027",1.8604974617623e-06,6.47398758947715e-06,8.21636538233961e-05,5.25825923606714e-06,0.000399584294156494,0.000129229820548521,0.000321842064627953,1.75967014433566e-05,5.57197543104215e-05
"49027",1.8604974617623e-06,6.47398758947718e-06,8.21636538233961e-05,5.25825923606713e-06,0.000399584294156495,0.000129229820548521,0.000321842064627952,1.75967014433565e-05,5.57197543104215e-05
"49036",2.54508415542607e-07,1.30492343593922e-05,6.86939061116834e-06,5.36546745623871e-06,4.93436513031867e-06,2.81758984238977e-05,4.30914989929561e-06,4.85081394594001e-06,2.08486824058737e-05
"49036",2.54508415542606e-07,1.30492343593922e-05,6.86939061116835e-06,5.3654674562387e-06,4.93436513031868e-06,2.81758984238977e-05,4.30914989929562e-06,4.85081394594001e-06,2.08486824058737e-05
"49046",4.21389117682071e-06,0.000226721060618496,0.000351741147580448,7.82772388075028e-05,6.69168605398427e-05,9.38343384917362e-06,0.000413961229749705,7.26864207144116e-06,8.60741867826601e-05
"49046",4.21389117682073e-06,0.000226721060618495,0.000351741147580448,7.82772388075028e-05,6.69168605398429e-05,9.38343384917361e-06,0.000413961229749704,7.26864207144118e-06,8.60741867826602e-05
"49055",6.75319048064994e-07,3.67475287726472e-08,3.23961427034461e-07,2.68747897064748e-08,5.70049663788816e-08,1.67886132917977e-07,2.6801960418476e-07,5.11335464965625e-08,1.23344079408003e-07
"49055",6.75319048064993e-07,3.67475287726471e-08,3.2396142703446e-07,2.68747897064746e-08,5.70049663788815e-08,1.67886132917977e-07,2.6801960418476e-07,5.11335464965624e-08,1.23344079408003e-07
"49057",8.34756493856767e-06,4.82562815258748e-08,5.65184764824212e-08,6.28918328799614e-08,5.54308195838436e-09,7.49798561786732e-08,4.53868995862109e-07,6.18371422759063e-08,1.76792589923545e-07
"49057",8.34756493856762e-06,4.82562815258746e-08,5.65184764824211e-08,6.28918328799611e-08,5.54308195838441e-09,7.49798561786721e-08,4.53868995862106e-07,6.18371422759059e-08,1.76792589923544e-07
"49068",2.48172244588968e-06,1.58530849241547e-08,1.25582269521851e-07,9.34908460487584e-09,2.3973055829323e-08,8.19067731065671e-08,4.76499442579672e-09,2.05569506950476e-08,6.02078208339154e-10
"49068",2.48172244588968e-06,1.58530849241548e-08,1.25582269521851e-07,9.3490846048758e-09,2.39730558293228e-08,8.19067731065673e-08,4.76499442579672e-09,2.05569506950476e-08,6.02078208339168e-10
"4907",7.84198664349786e-06,6.39858720443125e-06,6.31532844256975e-06,0.000109393269227608,8.19408031643661e-06,1.07142179778104e-05,6.57287239101359e-06,1.28604815114117e-05,7.77292306698103e-05
"4907",7.84198664349786e-06,6.39858720443127e-06,6.31532844256977e-06,0.000109393269227608,8.19408031643663e-06,1.07142179778104e-05,6.5728723910136e-06,1.28604815114117e-05,7.77292306698102e-05
"49073",4.17061699169054e-05,8.00894669795215e-07,1.57583803877109e-06,6.41672532255613e-06,3.60725208644784e-08,2.2709875957739e-07,1.03941456618346e-05,9.80406518450407e-08,2.07083887223744e-06
"49073",4.17061699169055e-05,8.0089466979521e-07,1.57583803877109e-06,6.41672532255614e-06,3.6072520864478e-08,2.27098759577393e-07,1.03941456618346e-05,9.80406518450405e-08,2.07083887223743e-06
"49083",9.00101580449114e-07,8.67953561587079e-08,2.01831418523456e-10,5.01106177020215e-09,1.26658016822843e-08,7.37815021480322e-08,9.0080415204679e-08,4.65462644541056e-08,9.00257045086581e-08
"49083",9.00101580449107e-07,8.67953561587073e-08,2.01831418523449e-10,5.01106177020212e-09,1.26658016822843e-08,7.37815021480318e-08,9.00804152046785e-08,4.65462644541053e-08,9.00257045086576e-08
"49090",2.7027584439363e-07,1.42650123867421e-05,0.000122843629439398,6.81074835480488e-05,4.66817945389448e-06,1.94899512113078e-05,9.07883477692595e-05,5.62649329814084e-05,2.6065810044381e-05
"49090",2.70275844393628e-07,1.42650123867421e-05,0.000122843629439398,6.81074835480488e-05,4.66817945389447e-06,1.94899512113078e-05,9.07883477692595e-05,5.62649329814085e-05,2.6065810044381e-05
"49097",0,0,0,0,0,0,0,0,0
"49098",4.07331611093509e-08,3.01093690931041e-07,9.91951635517169e-07,1.10756718517886e-07,3.29655617330279e-07,1.12883133324503e-06,1.43061351757219e-07,8.78716981176803e-09,1.69494954384651e-06
"49098",4.07331611093508e-08,3.0109369093104e-07,9.91951635517164e-07,1.10756718517885e-07,3.29655617330278e-07,1.12883133324503e-06,1.43061351757219e-07,8.78716981176788e-09,1.6949495438465e-06
"49099",0.000152723041876896,8.11203924373121e-05,7.79504379915887e-08,1.46466555992018e-06,5.87700917526926e-05,4.25415502495831e-09,0.000408630931333208,3.66648255853269e-05,0.000118676240260475
"49099",0.000152723041876896,8.1120392437312e-05,7.79504379915868e-08,1.46466555992018e-06,5.87700917526926e-05,4.25415502495752e-09,0.000408630931333208,3.6664825585327e-05,0.000118676240260475
"49110",4.53134332281702e-05,7.40397401113292e-05,7.96319014534924e-05,4.53973357107491e-05,4.39751493245843e-06,7.86984736518217e-05,1.12383199553449e-05,1.27706999967959e-05,1.10022392995076e-05
"49110",4.53134332281701e-05,7.40397401113291e-05,7.96319014534924e-05,4.53973357107491e-05,4.39751493245844e-06,7.86984736518216e-05,1.12383199553449e-05,1.27706999967959e-05,1.10022392995076e-05
"49112",2.10533644290159e-07,9.28613397716892e-08,1.0731522387936e-06,5.86021138865463e-07,4.98409048328754e-09,3.65047155091811e-06,1.63875067465147e-07,7.2552896542685e-07,2.36722830046681e-07
"49112",2.10533644290159e-07,9.28613397716896e-08,1.0731522387936e-06,5.86021138865463e-07,4.98409048328757e-09,3.65047155091811e-06,1.63875067465146e-07,7.25528965426849e-07,2.3672283004668e-07
"49118",1.57541127820659e-06,1.05437429359956e-08,5.57260854325217e-07,4.96390286434746e-09,4.01664642534345e-08,2.70696171053963e-09,4.92174652732689e-08,5.71693908188718e-08,2.47017493257137e-07
"49118",1.57541127820658e-06,1.05437429359955e-08,5.57260854325211e-07,4.96390286434741e-09,4.01664642534341e-08,2.70696171053957e-09,4.92174652732684e-08,5.71693908188713e-08,2.47017493257134e-07
"4912",3.78935456170985e-06,4.93591910894804e-07,6.84370421254122e-05,3.71327757832631e-05,0.000811532778806104,0.000114485335040067,4.18362794944574e-08,0.00033918626845977,0.000171691083334927
"4912",3.78935456170986e-06,4.93591910894819e-07,6.84370421254122e-05,3.71327757832631e-05,0.000811532778806105,0.000114485335040067,4.18362794944582e-08,0.00033918626845977,0.000171691083334927
"49132",8.32173439264998e-05,1.66117769105902e-05,3.25856876740774e-05,1.39095983667024e-05,1.06055088240111e-06,2.1027834903221e-08,1.13371771490137e-05,1.57867102768646e-06,6.80781287181291e-07
"49132",8.32173439264996e-05,1.66117769105903e-05,3.25856876740774e-05,1.39095983667024e-05,1.06055088240111e-06,2.1027834903221e-08,1.13371771490137e-05,1.57867102768646e-06,6.80781287181286e-07
"49137",2.17441871258254e-07,3.47090806295672e-07,9.81522821354312e-08,1.82206642310817e-07,1.56088073191304e-09,3.97399597877815e-08,1.06679417758203e-07,3.16656495633834e-07,1.25845685494519e-07
"49137",2.17441871258253e-07,3.47090806295671e-07,9.81522821354309e-08,1.82206642310816e-07,1.56088073191304e-09,3.97399597877815e-08,1.06679417758203e-07,3.16656495633833e-07,1.25845685494518e-07
"49159",1.09790205413161e-07,2.90769866302142e-09,2.80373925318635e-08,2.70992297371087e-08,5.10263075205545e-08,5.45326729100817e-08,9.51760565993451e-08,7.28608909925358e-08,8.83078738501271e-08
"49159",1.0979020541316e-07,2.90769866302141e-09,2.80373925318633e-08,2.70992297371086e-08,5.10263075205544e-08,5.45326729100814e-08,9.51760565993443e-08,7.28608909925355e-08,8.83078738501264e-08
"49166",6.99142902247637e-05,6.50892738192074e-07,1.83977079154405e-06,7.95163675141672e-06,4.91958493059893e-05,1.65708517424681e-06,2.19949856543798e-06,4.82121440273813e-06,2.23249719469484e-08
"49166",6.99142902247635e-05,6.50892738192074e-07,1.83977079154405e-06,7.95163675141674e-06,4.91958493059892e-05,1.65708517424681e-06,2.19949856543797e-06,4.82121440273813e-06,2.23249719469485e-08
"49169",2.19546975966176e-07,2.91987106171983e-07,1.01146960340681e-07,8.64445535525324e-07,1.55950689814048e-06,2.14260097680165e-08,1.09136651473123e-07,1.54221728595608e-06,2.42563086042432e-08
"49169",2.19546975966177e-07,2.91987106171983e-07,1.01146960340681e-07,8.64445535525324e-07,1.55950689814048e-06,2.14260097680166e-08,1.09136651473122e-07,1.54221728595608e-06,2.42563086042432e-08
"49171",2.94771999038751e-05,0.000227069547842782,1.30082125810964e-05,8.38830033200208e-06,4.97045938828937e-05,3.86864422837943e-06,1.91195949453038e-06,5.41207502568729e-07,2.72389378364582e-05
"49171",2.94771999038751e-05,0.000227069547842782,1.30082125810965e-05,8.38830033200207e-06,4.97045938828937e-05,3.8686442283794e-06,1.91195949453039e-06,5.41207502568729e-07,2.72389378364582e-05
"49182",0,0,0,0,0,0,0,0,0
"49182",0,0,0,0,0,0,0,0,0
"49183",2.80111802555416e-06,6.37980256327869e-09,2.99748002998204e-08,2.78890687284772e-09,6.93052156024757e-08,5.11446199479594e-08,3.35985695805341e-09,2.99147854539997e-07,1.69772455319376e-08
"49183",2.80111802555416e-06,6.37980256327869e-09,2.99748002998204e-08,2.78890687284772e-09,6.93052156024757e-08,5.11446199479594e-08,3.35985695805341e-09,2.99147854539997e-07,1.69772455319376e-08
"49194",0.000278906932954891,3.37131144253438e-06,2.46099362534715e-06,9.08999985205936e-06,5.18703762174587e-05,4.43609271596057e-05,4.65821865420273e-05,3.38251849812845e-07,1.16073790938447e-06
"49194",0.00027890693295489,3.37131144253438e-06,2.46099362534714e-06,9.08999985205936e-06,5.18703762174588e-05,4.43609271596057e-05,4.65821865420273e-05,3.38251849812844e-07,1.16073790938446e-06
"4920",1.11010765388268e-06,1.06621425834116e-09,1.85970325214781e-08,5.16629921017425e-12,1.4358906299181e-07,5.44597885198179e-10,5.37783786983752e-08,3.48664009681275e-09,3.98610202032461e-08
"4920",1.11010765388267e-06,1.06621425834115e-09,1.85970325214781e-08,5.16629921017421e-12,1.43589062991809e-07,5.4459788519818e-10,5.37783786983748e-08,3.48664009681275e-09,3.98610202032459e-08
"49206",6.97597156813695e-05,0.000240952387528908,0.000710202956088767,0.000137814357708124,0.000360311535471521,5.85571657592551e-06,0.000303314206370068,2.56125251238769e-05,8.8600906306182e-05
"49206",6.97597156813695e-05,0.000240952387528908,0.000710202956088767,0.000137814357708124,0.000360311535471521,5.85571657592548e-06,0.000303314206370068,2.5612525123877e-05,8.8600906306182e-05
"49214",2.42355518658516e-05,0.00040687792674838,2.90352712457239e-05,9.40512651863482e-05,0.000215333783082873,0.000343980537218736,7.56411971677053e-06,0.000139386159044828,6.1881365993987e-05
"49214",2.42355518658515e-05,0.00040687792674838,2.9035271245724e-05,9.40512651863483e-05,0.000215333783082873,0.000343980537218736,7.56411971677054e-06,0.000139386159044828,6.1881365993987e-05
"49220",3.70616408764521e-07,7.92030238250313e-07,5.98090035633398e-07,2.41137490375603e-08,2.62013328606456e-09,2.78561221251724e-07,1.46481252168262e-09,4.06608288172402e-07,1.86619671799505e-08
"49220",3.70616408764524e-07,7.92030238250319e-07,5.98090035633402e-07,2.41137490375605e-08,2.62013328606458e-09,2.78561221251726e-07,1.46481252168266e-09,4.06608288172404e-07,1.86619671799506e-08
"49222",8.70362160295612e-06,1.32168508559512e-06,9.27806969633882e-07,8.62927527057862e-05,0.000481897717528767,0.000107115763247065,5.48394128687514e-05,0.000102376131079732,6.33342181428735e-05
"49222",8.70362160295607e-06,1.32168508559511e-06,9.27806969633862e-07,8.62927527057863e-05,0.000481897717528767,0.000107115763247065,5.48394128687513e-05,0.000102376131079732,6.33342181428734e-05
"49228",1.54371993892898e-06,2.46528940115866e-07,1.83258486597787e-09,7.88541793538821e-08,3.72678480076644e-08,4.54412419055459e-07,7.49576679149255e-08,5.54560485623424e-08,9.09652232596059e-10
"49228",1.54371993892896e-06,2.46528940115864e-07,1.83258486597785e-09,7.88541793538815e-08,3.7267848007664e-08,4.54412419055454e-07,7.49576679149249e-08,5.54560485623418e-08,9.09652232596043e-10
"49246",0.000118586768559583,0.000496850353524412,1.95846816824102e-05,9.06651748411993e-06,0.000262655070238267,0.000455150719120361,0.000181883748164797,0.000141823185256553,4.99317016336847e-05
"49246",0.000118586768559583,0.000496850353524412,1.95846816824102e-05,9.06651748411996e-06,0.000262655070238267,0.000455150719120361,0.000181883748164796,0.000141823185256553,4.99317016336848e-05
"49276",9.04332942433473e-05,0.000787016738642622,0.000581515733783765,5.83081685456572e-05,0.000293906140561406,0.00166020151666262,3.69846660959551e-05,0.00080284451238029,0.000315171515124832
"49276",9.04332942433475e-05,0.000787016738642622,0.000581515733783765,5.83081685456571e-05,0.000293906140561406,0.00166020151666262,3.6984666095955e-05,0.000802844512380289,0.000315171515124832
"49287",2.92469868216856e-06,4.45717021819214e-05,2.87055783363697e-05,2.22385030641639e-06,1.69985870540482e-06,5.97329873744056e-05,2.16750041889082e-05,1.94419095341916e-05,6.39334330879871e-07
"49287",2.92469868216857e-06,4.45717021819214e-05,2.87055783363697e-05,2.22385030641638e-06,1.69985870540481e-06,5.97329873744056e-05,2.16750041889081e-05,1.94419095341916e-05,6.39334330879861e-07
"49298",1.49322522501525e-05,6.06037324231443e-05,5.5022524766869e-05,1.00273811176953e-05,4.54496655026431e-06,7.98752760112271e-07,2.37959978184615e-07,1.03809414769924e-06,2.2587978218907e-06
"49298",1.49322522501525e-05,6.06037324231443e-05,5.5022524766869e-05,1.00273811176953e-05,4.5449665502643e-06,7.98752760112272e-07,2.37959978184618e-07,1.03809414769924e-06,2.25879782189069e-06
"49314",5.98614484067976e-11,1.50231293165331e-10,1.55423906835759e-11,1.37656066907997e-11,3.20876399089714e-10,8.74172365002526e-12,1.913708446438e-11,2.15638139666483e-11,1.24448937925152e-11
"49314",5.98614484067993e-11,1.50231293165335e-10,1.55423906835764e-11,1.37656066908001e-11,3.20876399089724e-10,8.74172365002548e-12,1.91370844643805e-11,2.15638139666489e-11,1.24448937925156e-11
"49320",2.90621135883771e-05,4.08621959207315e-09,3.05099339858033e-07,1.25560476371402e-06,1.7161348442306e-08,3.93719442986311e-10,7.42578091909107e-07,5.2760723721545e-07,1.37199582337793e-06
"49320",2.90621135883772e-05,4.08621959207326e-09,3.05099339858032e-07,1.25560476371403e-06,1.71613484423061e-08,3.93719442986336e-10,7.42578091909106e-07,5.2760723721545e-07,1.37199582337793e-06
"49326",1.56475409574978e-06,4.50884437961112e-06,2.60190211189833e-06,3.14677044712875e-08,1.84276367658458e-06,1.94356902065183e-06,1.41110905177622e-06,8.20579205136759e-07,4.07521800084451e-06
"49326",1.56475409574977e-06,4.50884437961111e-06,2.60190211189832e-06,3.14677044712868e-08,1.84276367658458e-06,1.94356902065183e-06,1.41110905177622e-06,8.20579205136756e-07,4.0752180008445e-06
"49346",1.16921544059333e-06,1.33140780124609e-07,6.12943314671745e-07,1.31766797833347e-06,1.56466624091661e-06,6.90724752723721e-08,5.88695936639041e-08,4.65984739341242e-07,9.31989147081779e-07
"49346",1.16921544059333e-06,1.33140780124608e-07,6.12943314671743e-07,1.31766797833347e-06,1.56466624091661e-06,6.90724752723719e-08,5.88695936639041e-08,4.6598473934124e-07,9.31989147081775e-07
"49357",5.50398043742982e-06,1.31209137023082e-09,1.24136377847988e-07,2.11967861614255e-07,2.61557241269362e-07,1.77094246898946e-07,4.98192664123646e-07,1.21932045162993e-07,1.68957390644043e-07
"49357",5.50398043742985e-06,1.31209137023088e-09,1.24136377847989e-07,2.11967861614257e-07,2.61557241269364e-07,1.77094246898947e-07,4.9819266412365e-07,1.21932045162993e-07,1.68957390644044e-07
"4936",0.000114250541495493,1.35032551577721e-05,1.88353519048713e-05,0.000470324258675369,0.00103962380686027,0.00022078776017994,0.00141739055062439,0.000906309745625835,0.000272857795767567
"4936",0.000114250541495494,1.35032551577721e-05,1.88353519048713e-05,0.000470324258675369,0.00103962380686027,0.00022078776017994,0.00141739055062439,0.000906309745625836,0.000272857795767567
"49370",2.3040260248003e-08,7.77445508247598e-07,3.27518075810644e-08,5.67094958552012e-07,4.9748540173566e-09,8.35937469920545e-10,2.50902053071365e-10,8.55002218172045e-09,3.44047534178857e-08
"49370",2.30402602480028e-08,7.77445508247587e-07,3.27518075810641e-08,5.67094958552004e-07,4.97485401735657e-09,8.35937469920545e-10,2.50902053071368e-10,8.55002218172032e-09,3.44047534178854e-08
"49371",3.83168194791347e-06,4.43215480760406e-08,2.42118170098654e-08,5.93555926807732e-08,6.50369690724243e-09,3.14723377881154e-07,6.31180095475768e-08,4.2850177453852e-09,1.39998853386472e-07
"49371",3.83168194791346e-06,4.43215480760405e-08,2.42118170098654e-08,5.93555926807731e-08,6.5036969072424e-09,3.14723377881154e-07,6.31180095475767e-08,4.28501774538517e-09,1.39998853386472e-07
"49392",6.40792219088606e-07,5.71877369385765e-07,3.35984808107342e-08,1.03787662824475e-08,7.16978794608825e-09,2.38144598744711e-07,1.13083209311407e-07,6.59723530338883e-07,1.55986729501484e-07
"49392",6.40792219088601e-07,5.7187736938576e-07,3.35984808107339e-08,1.03787662824474e-08,7.16978794608816e-09,2.3814459874471e-07,1.13083209311406e-07,6.59723530338878e-07,1.55986729501483e-07
"49406",0.000528301288791377,5.95582801803974e-05,0.000557561895155192,0.000104310812902383,0.000148195965625042,0.000971147846101707,0.00290101930089905,0.000848341721994585,0.000246106824997455
"49406",0.000528301288791377,5.95582801803976e-05,0.000557561895155192,0.000104310812902382,0.000148195965625042,0.000971147846101706,0.00290101930089904,0.000848341721994584,0.000246106824997455
"49407",8.88574579995727e-06,2.16850606151195e-08,2.93860038400485e-06,4.01729735220068e-08,7.89917135402709e-07,4.32487812447376e-07,2.37869555473416e-09,5.50959575155036e-08,3.11617532407639e-08
"49407",8.88574579995726e-06,2.16850606151196e-08,2.93860038400484e-06,4.01729735220067e-08,7.89917135402707e-07,4.32487812447373e-07,2.37869555473422e-09,5.50959575155028e-08,3.11617532407639e-08
"49413",7.41690549593433e-06,2.49063274958016e-07,1.65829003100397e-10,1.275987126392e-07,7.2731688921859e-08,2.46513910053742e-07,2.72276608547115e-08,5.46132822183262e-07,1.21142636344177e-06
"49413",7.41690549593428e-06,2.49063274958014e-07,1.65829003100398e-10,1.27598712639199e-07,7.27316889218586e-08,2.4651391005374e-07,2.72276608547114e-08,5.46132822183258e-07,1.21142636344176e-06
"49415",3.65174361214905e-05,2.80960705734088e-05,4.69676710455299e-05,4.77158756772465e-05,1.93690998464752e-06,3.01843114878483e-05,3.68283402230062e-07,6.83782012956622e-06,1.59195283993892e-05
"49415",2.74585485070229e-05,2.11613675636904e-05,4.67048059172255e-05,5.00358603812069e-05,3.09021115162982e-06,2.47304448510322e-05,3.21819261717912e-07,5.69528524764939e-06,2.22304145168151e-05
"49415",6.44608799654052e-07,4.90593806169217e-07,3.68828784898507e-10,2.75344837414753e-08,1.34080840403658e-07,2.71496896690922e-07,1.5659761567151e-09,5.21861626707855e-08,5.25604238660363e-07
"4942",7.69968907625305e-07,8.21293821708806e-08,2.61763803678773e-07,7.12946373467776e-10,1.69849989932112e-07,1.56763142840831e-07,1.06698259977e-07,8.90618136345651e-08,4.22524316399194e-07
"4942",7.6996890762531e-07,8.21293821708813e-08,2.61763803678775e-07,7.12946373467792e-10,1.69849989932113e-07,1.56763142840832e-07,1.06698259977e-07,8.90618136345653e-08,4.22524316399197e-07
"49424",1.20277824543674e-07,1.5253552117021e-05,1.50575042403467e-05,3.50780801956365e-05,1.81008319111348e-05,6.7746371950975e-06,2.45974894627889e-06,2.46273989882344e-06,1.56287443299294e-06
"49424",1.20277824543671e-07,1.5253552117021e-05,1.50575042403467e-05,3.50780801956364e-05,1.81008319111348e-05,6.7746371950975e-06,2.4597489462789e-06,2.46273989882343e-06,1.56287443299293e-06
"49435",4.88944938217574e-05,2.57569614892046e-06,5.55061999541245e-05,1.51625027715947e-05,2.22812794728609e-07,1.2822692062431e-05,0.000135629131632085,2.58948765785798e-06,2.27296803260073e-05
"49435",4.88944938217574e-05,2.57569614892046e-06,5.55061999541245e-05,1.51625027715947e-05,2.2281279472861e-07,1.2822692062431e-05,0.000135629131632085,2.58948765785798e-06,2.27296803260073e-05
"49439",3.40795972663008e-05,2.83903660931805e-05,1.13652639628408e-05,7.28134378874901e-05,1.83759663296107e-06,3.56611892136262e-05,8.93988922769846e-05,0.000306334690594957,0.000143997596616734
"49439",3.40795972663008e-05,2.83903660931805e-05,1.13652639628408e-05,7.28134378874901e-05,1.83759663296106e-06,3.56611892136262e-05,8.93988922769845e-05,0.000306334690594957,0.000143997596616734
"49453",1.09639713885497e-06,1.84012911415018e-07,3.59368628833724e-06,6.01622961036792e-06,2.56091867807986e-05,7.7441553879508e-06,3.04558277729657e-05,2.2842902793649e-05,2.59254999476129e-06
"49453",1.09639713885497e-06,1.8401291141502e-07,3.59368628833724e-06,6.01622961036793e-06,2.56091867807987e-05,7.7441553879508e-06,3.04558277729656e-05,2.2842902793649e-05,2.59254999476129e-06
"49456",6.37598226384783e-06,2.3853674793195e-07,7.03613632612691e-08,1.47322882040378e-07,2.37105775343908e-07,3.66197722751578e-07,7.75245887829984e-09,2.4778230272176e-07,1.62870980679391e-08
"49456",6.37598226384779e-06,2.38536747931948e-07,7.03613632612687e-08,1.47322882040376e-07,2.37105775343906e-07,3.66197722751575e-07,7.75245887829979e-09,2.47782302721758e-07,1.62870980679391e-08
"49479",1.25365320245444e-05,8.56678600715529e-07,4.03648574253734e-07,1.44624295034269e-07,5.20451959202594e-07,3.12686850143273e-07,1.1096170424e-06,8.6037218840697e-09,1.06931270727262e-06
"49479",1.25365320245445e-05,8.56678600715535e-07,4.03648574253737e-07,1.4462429503427e-07,5.20451959202599e-07,3.12686850143274e-07,1.10961704240001e-06,8.60372188406984e-09,1.06931270727263e-06
"49486",7.95861091263452e-07,2.13455819821793e-07,2.56965616637573e-08,1.09096440441062e-07,9.07844634545981e-08,3.74572099928829e-07,5.53949086346168e-09,1.31828696543637e-10,2.10149543042263e-09
"49486",7.95861091263452e-07,2.13455819821792e-07,2.56965616637573e-08,1.09096440441061e-07,9.0784463454598e-08,3.74572099928828e-07,5.53949086346168e-09,1.31828696543639e-10,2.10149543042264e-09
"49489",5.30724071787029e-07,3.75183573176829e-05,4.13842453154577e-06,1.20187653054922e-05,4.28876558772323e-05,5.14748309096204e-05,1.61346724943625e-05,0.000175198490828671,0.000133737947095107
"49489",5.30724071787031e-07,3.75183573176829e-05,4.13842453154576e-06,1.20187653054922e-05,4.28876558772323e-05,5.14748309096206e-05,1.61346724943625e-05,0.000175198490828671,0.000133737947095106
