"","LD1","LD2","LD3","LD4","LD5","LD6"
"33390",1.03822777042826e-07,4.9877446554127e-07,8.23921889945222e-07,2.42550275724679e-07,4.6413561008546e-07,9.05642427841593e-07
"33407",6.16294387865404e-05,1.0038769951709e-05,0.000350789740833819,7.56732062999549e-07,5.9093938246811e-05,0.00102341276648468
"33407",6.16294387865404e-05,1.0038769951709e-05,0.000350789740833819,7.56732062999549e-07,5.9093938246811e-05,0.00102341276648468
"33418",0.000876179470896276,0.000398300385503509,1.53886780396185e-07,1.23917675157053e-07,1.8200916786136e-05,2.53711415259445e-05
"33418",0.000876179470896276,0.000398300385503509,1.53886780396183e-07,1.2391767515705e-07,1.82009167861359e-05,2.53711415259445e-05
"33440",0.00530178195609938,0.00112705146068436,7.66395312589997e-06,0.00077273939578314,2.2362589337834e-05,0.000615126773145795
"33440",0.00530178195609938,0.00112705146068436,7.66395312589988e-06,0.000772739395783142,2.23625893378342e-05,0.000615126773145794
"33445",6.50765237501454e-08,6.54305750163809e-10,9.62916466680898e-07,1.37681380507049e-07,2.89882437973958e-08,3.14961692905426e-07
"33445",6.50765237501454e-08,6.54305750163809e-10,9.62916466680898e-07,1.37681380507049e-07,2.89882437973957e-08,3.14961692905426e-07
"33452",2.51561505216434e-08,3.57980909453098e-09,6.78342417054265e-08,1.16402416712241e-08,1.14001820620138e-07,1.79905937867282e-10
"33452",2.51561505216443e-08,3.5798090945311e-09,6.78342417054289e-08,1.16402416712245e-08,1.14001820620142e-07,1.79905937867289e-10
"33458",4.34335212625526e-05,5.80841679883492e-05,5.60334937600266e-07,4.53185126661806e-10,3.39305875910307e-06,1.6849575236194e-08
"33458",4.34335212625525e-05,5.8084167988349e-05,5.60334937600274e-07,4.53185126661878e-10,3.39305875910306e-06,1.68495752361935e-08
"33466",3.71598244266225e-07,2.41315695036582e-06,1.15736456490661e-06,9.91764380888467e-10,7.70752263811763e-06,4.37610540189623e-06
"33466",3.71598244266225e-07,2.41315695036582e-06,1.15736456490661e-06,9.91764380888491e-10,7.70752263811761e-06,4.37610540189622e-06
"33469",3.33159956335576e-07,1.64494340627047e-06,8.07583031706682e-05,8.42685736262953e-06,7.79013838205606e-05,5.62068125701548e-06
"33469",3.33159956335575e-07,1.64494340627046e-06,8.07583031706683e-05,8.42685736262951e-06,7.79013838205606e-05,5.6206812570155e-06
"33470",0.00134120778069562,0.000274180474806195,2.94293162188265e-05,4.51411021416416e-06,5.4445016322518e-07,0.000129744597313433
"33470",0.00134120778069562,0.000274180474806195,2.94293162188265e-05,4.51411021416415e-06,5.44450163225172e-07,0.000129744597313434
"33483",1.29211120418596e-07,3.3437674040119e-07,1.26771601054412e-07,6.20861347242014e-08,1.61346289639094e-08,8.10842522066286e-08
"33483",1.29211120418597e-07,3.34376740401192e-07,1.26771601054413e-07,6.20861347242018e-08,1.61346289639095e-08,8.10842522066291e-08
"33484",1.73111825572783e-07,2.04248188392082e-07,5.38761349098401e-08,8.93880044751162e-08,3.965192681647e-08,7.44528325148889e-08
"33484",1.73111825572783e-07,2.04248188392082e-07,5.38761349098394e-08,8.93880044751165e-08,3.96519268164701e-08,7.44528325148882e-08
"33485",1.11063958489297e-07,3.34334396073673e-06,6.89676465103053e-05,1.74634834829506e-05,4.85146714965189e-05,2.43042648160027e-05
"33485",1.11063958489298e-07,3.34334396073673e-06,6.89676465103053e-05,1.74634834829506e-05,4.85146714965189e-05,2.43042648160027e-05
"33488",3.13872592846524e-05,0.000475190272861191,5.0284093533631e-06,1.90549623527437e-07,7.25376383315101e-06,1.11124428070942e-06
"33488",3.13872592846524e-05,0.000475190272861191,5.02840935336312e-06,1.90549623527436e-07,7.25376383315099e-06,1.11124428070941e-06
"33509",1.89646911391482e-06,3.27233992744307e-07,2.78840945191917e-09,7.63114526171666e-08,4.70634494022425e-06,2.34298224437436e-07
"33509",1.89646911391483e-06,3.27233992744308e-07,2.78840945191918e-09,7.63114526171671e-08,4.70634494022428e-06,2.34298224437438e-07
"33512",6.68104547421984e-07,2.01497624681159e-07,2.59017386615408e-07,1.27992000629639e-06,2.22753525154391e-09,6.03328666943497e-07
"33512",6.68104547421986e-07,2.01497624681159e-07,2.59017386615408e-07,1.27992000629639e-06,2.22753525154396e-09,6.03328666943497e-07
"33526",2.57544917498728e-07,3.11378667983481e-09,2.82632887865339e-07,2.47451154297085e-07,7.78999812876416e-10,2.55174310420288e-07
"33526",2.57544917498729e-07,3.11378667983483e-09,2.8263288786534e-07,2.47451154297085e-07,7.78999812876403e-10,2.55174310420289e-07
"33528",1.02622836345438e-06,5.53297308590425e-06,3.01614301174517e-05,2.43952075510592e-05,4.2860449810557e-06,1.42879743088074e-05
"33528",2.38822079304819e-08,4.7754133124604e-07,1.67067503980688e-06,1.60504845024821e-08,6.97654444959648e-07,6.14688618287952e-07
"33528",1.3632150214342e-06,2.75953097628737e-06,1.76349295984221e-05,2.56627449923185e-05,1.52527300214539e-06,8.97555395694319e-06
"33536",5.22020188424944e-07,3.7324267225386e-08,9.31218119840855e-08,2.15468326725681e-08,1.01852505115364e-06,2.93224301395231e-08
"33536",5.22020188424948e-07,3.73242672253861e-08,9.31218119840862e-08,2.15468326725683e-08,1.01852505115365e-06,2.93224301395233e-08
"33544",2.30371257193472e-07,1.05126197546056e-09,4.00572805435246e-08,2.00656122402181e-11,1.26387837988424e-08,5.92777212368464e-09
"33544",2.30371257193468e-07,1.05126197546054e-09,4.00572805435239e-08,2.0065612240218e-11,1.26387837988422e-08,5.92777212368451e-09
"33546",1.73521347271076e-07,3.3583374288374e-06,3.68409216432147e-06,1.38528517939193e-06,6.18912996263944e-06,3.49589839173312e-05
"33546",1.73521347271077e-07,3.35833742883739e-06,3.68409216432147e-06,1.38528517939193e-06,6.18912996263944e-06,3.49589839173312e-05
"33549",9.35570973633783e-09,9.56618452803306e-09,1.13500187702102e-08,4.86974370583527e-09,1.05797874510281e-09,5.05405914734915e-09
"33549",9.3557097363379e-09,9.56618452803315e-09,1.13500187702103e-08,4.86974370583531e-09,1.05797874510283e-09,5.0540591473492e-09
"33552",1.4741157341447e-07,6.34088463459449e-07,3.16053253812028e-05,3.70009939962648e-06,4.42846069789613e-06,1.27287993438163e-06
"33552",1.47411573414471e-07,6.34088463459448e-07,3.16053253812028e-05,3.70009939962647e-06,4.42846069789612e-06,1.27287993438163e-06
"33553",2.62764198043727e-05,1.19681127123497e-05,5.12567332998761e-05,5.14500706970069e-06,8.0012239994874e-05,4.74692532805158e-06
"33553",2.62764198043727e-05,1.19681127123497e-05,5.12567332998761e-05,5.14500706970071e-06,8.0012239994874e-05,4.74692532805158e-06
"33576",1.44078985262727e-06,8.30314885458034e-07,7.07291122501678e-06,0.000149354658263603,1.50918715134527e-05,2.91076674608091e-08
"33576",1.44078985262726e-06,8.30314885458036e-07,7.07291122501678e-06,0.000149354658263603,1.50918715134527e-05,2.91076674608101e-08
"33579",9.85261425786381e-08,3.38475681754459e-06,7.18253287596025e-07,5.96246305054283e-06,7.45425951800451e-05,2.68721044703253e-07
"33579",9.85261425786389e-08,3.38475681754459e-06,7.18253287596029e-07,5.96246305054282e-06,7.4542595180045e-05,2.68721044703252e-07
"33584",6.0736296813595e-09,9.20182164886619e-05,4.00235347224622e-06,8.64587267186827e-07,4.91434612358836e-07,9.54786609245794e-07
"33584",6.07362968135884e-09,9.20182164886618e-05,4.00235347224622e-06,8.64587267186828e-07,4.91434612358834e-07,9.54786609245804e-07
"33587",7.78239566481969e-06,8.17949849081617e-05,4.60747916825335e-06,1.55248568573755e-06,1.20685268380495e-07,6.02065852864656e-06
"33587",7.7823956648197e-06,8.17949849081617e-05,4.60747916825335e-06,1.55248568573755e-06,1.20685268380492e-07,6.02065852864657e-06
"33589",5.84602917012823e-06,2.55241278722803e-06,1.08870245511268e-05,1.8093085532007e-06,1.38920590963997e-06,2.75903029629753e-05
"33589",5.84602917012822e-06,2.55241278722803e-06,1.08870245511268e-05,1.8093085532007e-06,1.38920590963997e-06,2.75903029629753e-05
"3359",0.000167334038516435,0.000118623148888718,9.94108126560014e-05,6.54812217101966e-05,9.78544496268077e-05,6.15663391585818e-06
"3359",0.000167334038516435,0.000118623148888718,9.94108126560015e-05,6.54812217101966e-05,9.78544496268076e-05,6.15663391585814e-06
"33594",3.87458949234112e-06,9.38514138654549e-07,3.23354741618852e-07,3.14263655756208e-05,2.95108417789711e-05,9.22057555092834e-05
"33594",3.87458949234111e-06,9.38514138654548e-07,3.23354741618852e-07,3.14263655756208e-05,2.95108417789712e-05,9.22057555092834e-05
"33596",2.21973292602361e-06,1.95969750263158e-06,1.62498256045264e-05,3.15595758655812e-06,1.08521005202637e-06,2.51874847736324e-05
"33596",2.21973292602362e-06,1.95969750263158e-06,1.62498256045263e-05,3.15595758655812e-06,1.08521005202638e-06,2.51874847736324e-05
"33607",1.14337740476823e-06,0.000129886081028334,9.37471246205056e-06,1.025877120324e-06,3.97101432772908e-08,4.90022641947145e-09
"33607",1.14337740476822e-06,0.000129886081028334,9.37471246205056e-06,1.025877120324e-06,3.97101432772922e-08,4.90022641947116e-09
"33609",1.26296557108393e-05,1.0233745084628e-06,6.29597295858184e-07,2.20660851581687e-08,6.46991702390417e-08,5.1877381323844e-06
"33609",1.26296557108393e-05,1.0233745084628e-06,6.29597295858185e-07,2.2066085158169e-08,6.46991702390409e-08,5.1877381323844e-06
"33618",1.26373900462372e-08,3.62082770154761e-08,2.30280540555879e-05,5.73865646198048e-08,5.9146347207842e-05,4.54995225160261e-05
"33618",1.26373900462372e-08,3.62082770154762e-08,2.30280540555879e-05,5.7386564619806e-08,5.9146347207842e-05,4.54995225160261e-05
"33620",0,0,0,0,0,0
"33626",1.36696837239751e-07,8.01804162127085e-09,4.08086669740474e-08,4.42509630912596e-06,2.27886550750079e-07,1.64533867817975e-06
"33626",1.3669683723975e-07,8.01804162127091e-09,4.0808666974047e-08,4.42509630912595e-06,2.27886550750079e-07,1.64533867817976e-06
"33629",1.59633047643157e-05,1.31124415552154e-05,1.78874030799099e-05,2.2392723818355e-07,5.39446691697736e-06,1.25459502754782e-05
"33629",1.59633047643157e-05,1.31124415552154e-05,1.78874030799099e-05,2.23927238183551e-07,5.39446691697738e-06,1.25459502754783e-05
"33633",3.47131781834131e-07,6.52847476986661e-12,2.61014781111657e-07,5.51780635758725e-07,3.16524453733638e-07,3.59190020932631e-08
"33633",3.47131781834127e-07,6.52847476986597e-12,2.61014781111653e-07,5.51780635758717e-07,3.16524453733634e-07,3.59190020932626e-08
"33634",3.38837626289912e-06,3.89500128225255e-06,2.16630291750211e-05,4.25891760106605e-06,1.43772657412418e-05,2.62532623532646e-05
"33634",3.38837626289911e-06,3.89500128225255e-06,2.1663029175021e-05,4.25891760106606e-06,1.43772657412418e-05,2.62532623532647e-05
"33649",3.31282949146867e-07,1.04834912760088e-07,3.46926837840178e-07,1.35634651071055e-06,1.68095154306662e-07,1.56978081526976e-06
"33649",3.31282949146867e-07,1.04834912760088e-07,3.46926837840178e-07,1.35634651071055e-06,1.68095154306662e-07,1.56978081526976e-06
"33652",0,0,0,0,0,0
"33666",5.56167238020172e-08,2.13656339850949e-07,3.24177020139689e-07,5.15121136047708e-07,1.01141957378541e-07,1.91700261401754e-07
"33666",5.56167238020173e-08,2.13656339850951e-07,3.24177020139692e-07,5.15121136047712e-07,1.01141957378542e-07,1.91700261401755e-07
"33671",0,0,0,0,0,0
"33671",0,0,0,0,0,0
"33676",6.71575884918757e-05,1.5196748567121e-05,2.30686448263605e-05,2.83643004223144e-06,1.36967195961237e-05,2.60002506541871e-06
"33676",6.71575884918758e-05,1.5196748567121e-05,2.30686448263605e-05,2.83643004223144e-06,1.36967195961237e-05,2.60002506541871e-06
"33679",3.00991660170962e-10,3.51898406809382e-06,3.56870621334311e-07,6.7387121428634e-06,1.19263083813192e-06,1.04760749960747e-05
"33679",3.0099166017106e-10,3.51898406809382e-06,3.56870621334316e-07,6.7387121428634e-06,1.19263083813191e-06,1.04760749960747e-05
"33684",3.75875352120693e-06,3.63971522403851e-07,1.42194973364028e-06,1.06471922133121e-05,0.000117231853759313,9.0750606385633e-05
"33684",3.75875352120693e-06,3.63971522403848e-07,1.42194973364029e-06,1.06471922133121e-05,0.000117231853759313,9.07506063856331e-05
"33691",1.24215824499949e-07,3.00047082021211e-08,1.19618983217131e-06,1.4310912188701e-07,3.87274407666419e-09,4.83585787877339e-07
"33691",1.2421582449995e-07,3.00047082021212e-08,1.19618983217132e-06,1.43109121887011e-07,3.87274407666424e-09,4.83585787877343e-07
"33698",2.97144266824744e-06,2.72102457103568e-06,5.80103896132088e-06,0.00137175525953302,1.45589192978319e-06,2.19960735065089e-05
"33698",2.97144266824745e-06,2.72102457103568e-06,5.80103896132087e-06,0.00137175525953302,1.45589192978319e-06,2.19960735065089e-05
"3372",4.88926323938513e-13,7.2801183048248e-11,1.289042200399e-11,6.28177253472549e-12,1.65294359069806e-10,1.01651084619297e-12
"3372",4.88926323938534e-13,7.28011830482511e-11,1.28904220039905e-11,6.28177253472576e-12,1.65294359069813e-10,1.01651084619301e-12
"33722",3.03034307864318e-07,6.91754236528551e-08,8.17878725017803e-08,4.47551264169575e-07,8.69198297589641e-08,7.81153280266139e-09
"33722",3.0303430786432e-07,6.91754236528555e-08,8.1787872501781e-08,4.47551264169578e-07,8.69198297589648e-08,7.81153280266142e-09
"33723",1.94568082437397e-06,1.71321018379973e-10,2.93373062081804e-05,0.000218303009258166,7.01772745116613e-07,1.56827378637944e-07
"33723",1.94568082437397e-06,1.71321018379887e-10,2.93373062081804e-05,0.000218303009258165,7.01772745116612e-07,1.56827378637945e-07
"33745",7.59025918966041e-06,7.48330713018681e-06,1.14020493211768e-06,1.32640670315716e-10,2.56760530225917e-08,2.84369914618128e-07
"33745",7.5902591896604e-06,7.48330713018682e-06,1.14020493211768e-06,1.32640670315728e-10,2.56760530225913e-08,2.84369914618128e-07
"33760",2.90443461930431e-07,3.81276799559682e-05,1.26066009191979e-08,7.89332998642214e-07,5.2682944090615e-06,8.97104424688473e-07
"33760",2.90443461930434e-07,3.81276799559683e-05,1.26066009191991e-08,7.89332998642208e-07,5.26829440906149e-06,8.97104424688483e-07
"33762",2.63586451467923e-06,7.2708889975015e-06,3.91705730981631e-05,1.58885834256862e-05,5.130102028656e-06,6.05534588999505e-06
"33762",2.63586451467922e-06,7.2708889975015e-06,3.91705730981631e-05,1.58885834256861e-05,5.130102028656e-06,6.05534588999508e-06
"33766",8.92621200404056e-06,6.20627470772807e-07,1.66682971106121e-06,4.87746497908052e-11,4.14207616288015e-07,4.56917621173674e-06
"33766",8.92621200404049e-06,6.20627470772796e-07,1.66682971106123e-06,4.87746497908312e-11,4.14207616288012e-07,4.56917621173672e-06
"33783",8.3029732412671e-08,1.51386662779663e-06,4.11943392149623e-07,9.4744902952449e-09,4.29245829722404e-06,1.94442672650682e-10
"33783",8.30297324126715e-08,1.51386662779664e-06,4.11943392149622e-07,9.47449029524493e-09,4.29245829722404e-06,1.94442672650674e-10
"33789",7.51089193422611e-06,8.66128293940864e-07,0.000138020933461945,3.97363181059455e-06,1.05589801070854e-05,0.000186283068755181
"33789",7.51089193422611e-06,8.66128293940868e-07,0.000138020933461945,3.97363181059455e-06,1.05589801070854e-05,0.000186283068755181
"33794",2.10708525036177e-07,3.59304454881708e-08,7.07493879939399e-08,4.33236527169164e-07,6.18995138542193e-08,2.21120379720296e-08
"33794",2.10708525036178e-07,3.5930445488171e-08,7.07493879939404e-08,4.33236527169168e-07,6.18995138542199e-08,2.21120379720297e-08
"33797",1.08313700642249e-05,0.000640924109608261,9.58783515536398e-05,1.98376130217422e-05,5.97913742086247e-06,8.80716959408842e-06
"33797",1.08313700642249e-05,0.00064092410960826,9.587835155364e-05,1.98376130217422e-05,5.97913742086248e-06,8.80716959408843e-06
"33807",2.03104484161827e-05,0.00144238293924633,7.8681366900654e-06,2.9805639182813e-06,5.06738270300746e-06,2.87393762942946e-05
"33807",2.03104484161826e-05,0.00144238293924633,7.86813669006543e-06,2.98056391828133e-06,5.06738270300747e-06,2.87393762942947e-05
"33808",3.82754538069241e-07,6.07164354423558e-07,9.18971548723682e-11,1.37352276523371e-07,2.79810055568533e-07,3.48246993930645e-08
"33808",3.82754538069244e-07,6.07164354423561e-07,9.18971548723639e-11,1.37352276523372e-07,2.79810055568534e-07,3.48246993930648e-08
"33811",3.17338446848293e-07,1.52731507654374e-08,2.37092171628704e-06,1.96425828531106e-07,6.89472895926642e-07,9.59021694152611e-08
"33811",3.17338446848296e-07,1.52731507654374e-08,2.37092171628705e-06,1.96425828531108e-07,6.89472895926647e-07,9.59021694152617e-08
"33813",0,0,0,0,0,0
"33813",0,0,0,0,0,0
"33823",0.000882576656173046,0.00044235187923989,5.36505751375447e-07,1.66032320693171e-06,9.07449367965073e-06,6.03062452292357e-05
"33823",0.000882576656173046,0.00044235187923989,5.36505751375444e-07,1.6603232069317e-06,9.07449367965076e-06,6.03062452292356e-05
"33825",5.42072704457762e-06,4.35774172218942e-05,1.93598540891351e-06,6.8139136418538e-08,3.62235761266846e-05,4.38871228958579e-05
"33825",3.31760449631076e-06,3.03532519506416e-05,1.50446705291899e-06,3.51978921552077e-10,3.24555546193294e-05,4.13731664314086e-05
"33825",2.56862701975141e-07,1.19233473203921e-06,2.71688447609415e-08,5.86965168792875e-08,1.03442532564809e-07,3.70709002201809e-08
"33836",0.000914186378532462,0.000357727968397236,4.41672800089754e-05,8.19561348768576e-06,1.2760612916811e-05,5.05848178407871e-05
"33836",0.000914186378532461,0.000357727968397237,4.41672800089752e-05,8.19561348768575e-06,1.2760612916811e-05,5.0584817840787e-05
"33840",3.83965419265382e-07,1.39032467540785e-06,6.15871879689975e-10,5.20409865318867e-07,1.85241487695605e-07,4.16876141693688e-07
"33840",3.8396541926538e-07,1.39032467540784e-06,6.15871879689968e-10,5.20409865318865e-07,1.85241487695604e-07,4.16876141693686e-07
"33852",2.80503520504241e-06,2.80641500104263e-06,7.32971412825708e-05,0.000798610209690944,5.93815157205196e-06,4.67688756461174e-05
"33852",2.80503520504242e-06,2.80641500104264e-06,7.32971412825707e-05,0.000798610209690944,5.93815157205197e-06,4.67688756461173e-05
"33854",8.65232592311727e-07,1.21195168271675e-09,5.80461529813445e-08,6.00035884877939e-08,8.90027478135274e-07,2.20194434786366e-07
"33854",8.65232592311738e-07,1.21195168271676e-09,5.80461529813451e-08,6.00035884877945e-08,8.90027478135285e-07,2.20194434786369e-07
"33866",6.52080909756144e-06,6.41951931631031e-05,4.19490889520215e-06,2.2183854949935e-06,7.82873722700569e-09,5.02767386166671e-09
"33866",6.52080909756139e-06,6.41951931631033e-05,4.19490889520211e-06,2.21838549499348e-06,7.8287372270058e-09,5.02767386166732e-09
"33893",0,0,0,0,0,0
"33896",9.60789276569759e-07,1.93328964787506e-06,9.31958969718923e-06,1.00138581895233e-06,4.47831348958988e-06,2.07425379664645e-06
"33896",9.60789276569764e-07,1.93328964787507e-06,9.31958969718928e-06,1.00138581895233e-06,4.4783134895899e-06,2.07425379664647e-06
"33904",6.6367545340228e-06,2.29098474370871e-05,7.5579478651305e-07,5.33682483351358e-08,1.9107065859903e-09,2.44887882307055e-08
"33904",6.63675453402281e-06,2.29098474370871e-05,7.55794786513051e-07,5.33682483351365e-08,1.91070658599024e-09,2.44887882307059e-08
"33906",7.73610389310131e-10,2.30957244910465e-08,4.66080370462324e-09,5.80552083913876e-08,9.06938545181995e-11,1.57720376227017e-08
"33906",7.73610389310128e-10,2.30957244910465e-08,4.66080370462323e-09,5.80552083913874e-08,9.06938545181999e-11,1.57720376227017e-08
"33916",1.03415977871688e-06,1.64557194278675e-07,1.21168326747273e-07,8.52398567522818e-07,2.74840679110415e-06,2.62682874510603e-07
"33916",1.03415977871687e-06,1.64557194278674e-07,1.21168326747272e-07,8.52398567522814e-07,2.74840679110414e-06,2.62682874510601e-07
"33919",4.14101733567698e-08,5.59222001844093e-09,1.47890677596568e-08,2.48038047300295e-07,6.70049748978125e-07,1.00844009059235e-07
"33919",4.141017335677e-08,5.59222001844101e-09,1.47890677596568e-08,2.48038047300297e-07,6.7004974897813e-07,1.00844009059236e-07
"33938",4.33088708500299e-05,5.63208232027643e-05,1.6243205755733e-06,3.95696638653867e-10,7.41980302464658e-06,3.4288886436313e-07
"33938",4.330887085003e-05,5.63208232027643e-05,1.6243205755733e-06,3.95696638653858e-10,7.41980302464657e-06,3.42888864363128e-07
"33943",1.42501175613686e-10,1.2720881083695e-07,6.97363070861684e-08,5.37849483811864e-07,1.63609891040189e-07,4.7638945171433e-07
"33943",1.4250117561367e-10,1.27208810836951e-07,6.97363070861689e-08,5.37849483811868e-07,1.63609891040191e-07,4.76389451714333e-07
"33945",3.6318115243092e-07,3.26833705002632e-06,7.40988885686129e-05,1.60376109865728e-05,4.63404531874089e-05,2.72471911220924e-05
"33945",3.63181152430922e-07,3.26833705002632e-06,7.4098888568613e-05,1.60376109865728e-05,4.63404531874089e-05,2.72471911220924e-05
"33950",2.54460991532236e-06,1.2642173016666e-06,6.30069406669909e-07,4.30677218772863e-07,2.74459444897782e-06,2.33112058600679e-06
"33950",2.54460991532236e-06,1.26421730166659e-06,6.30069406669911e-07,4.30677218772859e-07,2.74459444897782e-06,2.33112058600678e-06
"33957",1.39826344831371e-08,2.37791613430305e-07,1.99437188370508e-09,5.7235707589607e-09,2.46609092445087e-07,6.55591372755053e-08
"33957",1.39826344831373e-08,2.37791613430307e-07,1.9943718837051e-09,5.72357075896069e-09,2.46609092445089e-07,6.5559137275506e-08
"33963",5.72014760480936e-07,4.35350139458401e-07,7.15556197328389e-06,0.000332118929536098,1.50800834872418e-08,9.98430558631876e-06
"33963",5.72014760480937e-07,4.35350139458407e-07,7.15556197328392e-06,0.000332118929536097,1.50800834872415e-08,9.98430558631878e-06
"33964",2.73872002733737e-07,2.07581569196689e-06,3.56317460660455e-07,2.73764962128132e-05,2.53612524955179e-07,7.18202084972254e-06
"33964",2.73872002733739e-07,2.07581569196689e-06,3.56317460660466e-07,2.73764962128132e-05,2.53612524955174e-07,7.18202084972256e-06
"33968",3.24485724710771e-07,2.16997923910292e-07,2.43830911679659e-05,3.98092942027259e-06,4.10092166729168e-06,2.30617162876693e-06
"33968",3.2448572471077e-07,2.16997923910291e-07,2.43830911679659e-05,3.98092942027259e-06,4.10092166729168e-06,2.30617162876693e-06
"33971",0.000116079533855704,1.61014542450265e-05,1.04506017239429e-06,6.24300495461772e-06,2.57387764074504e-08,6.35590262226041e-08
"33971",0.000116079533855704,1.61014542450265e-05,1.04506017239429e-06,6.24300495461772e-06,2.57387764074504e-08,6.35590262226035e-08
"33975",8.98134265939673e-10,2.37516354741919e-06,1.17053003197444e-05,7.35653536171496e-05,3.51103965652168e-06,4.81765545776566e-06
"33975",8.9813426593988e-10,2.37516354741918e-06,1.17053003197444e-05,7.35653536171496e-05,3.51103965652168e-06,4.81765545776568e-06
"33978",1.50767320027802e-07,1.83012605258558e-07,2.0137055990839e-09,6.1904331559211e-08,2.2965549029386e-07,4.73910948245688e-08
"33978",1.50767320027804e-07,1.83012605258559e-07,2.01370559908392e-09,6.19043315592114e-08,2.29655490293861e-07,4.73910948245692e-08
"33980",2.11918595206986e-05,1.02317997160525e-05,3.81638836312013e-07,1.51525457712375e-06,2.70743398735942e-06,8.13444014522906e-07
"33980",2.11918595206987e-05,1.02317997160525e-05,3.81638836312015e-07,1.51525457712375e-06,2.70743398735942e-06,8.13444014522909e-07
"33996",1.46857400802817e-06,1.39794980633035e-06,2.93043816111391e-06,7.79816144593757e-07,1.5268698213112e-07,1.26882409342811e-07
"33996",1.46857400802817e-06,1.39794980633036e-06,2.93043816111391e-06,7.79816144593759e-07,1.5268698213112e-07,1.2688240934281e-07
"33998",2.95528288745442e-10,9.02555270351949e-08,9.40911562237982e-08,1.86941603906634e-07,4.47699275881442e-07,2.34178235759153e-08
"33998",2.95528288745441e-10,9.02555270351936e-08,9.40911562237972e-08,1.86941603906631e-07,4.47699275881436e-07,2.34178235759151e-08
"34001",6.41150578995964e-07,2.97215472638937e-05,5.91706679211328e-09,4.34103097817689e-06,1.41498434012427e-06,3.57966772239628e-06
"34001",6.41150578995957e-07,2.97215472638937e-05,5.91706679211297e-09,4.34103097817687e-06,1.41498434012427e-06,3.57966772239628e-06
"34014",0.00105707370346825,0.000324033427956373,9.1791568382696e-06,7.95542166603471e-05,8.1076347724003e-06,5.74828348762929e-05
"34014",0.00105707370346825,0.000324033427956373,9.17915683826958e-06,7.95542166603472e-05,8.10763477240028e-06,5.74828348762929e-05
"34018",1.28176890028481e-07,2.60718603536823e-07,6.42370931473082e-07,7.90000071242788e-08,5.21898138395051e-07,1.54503285575035e-08
"34018",1.28176890028483e-07,2.60718603536828e-07,6.42370931473093e-07,7.90000071242803e-08,5.21898138395061e-07,1.54503285575038e-08
"34019",0,0,0,0,0,0
"34019",0,0,0,0,0,0
"34024",4.09827725543452e-05,8.66153731632674e-05,1.31856161573304e-06,3.4613498167711e-08,2.25040476054334e-06,7.91062475269263e-08
"34024",4.09827725543452e-05,8.66153731632674e-05,1.31856161573304e-06,3.46134981677109e-08,2.25040476054334e-06,7.91062475269265e-08
"34027",4.02998621377786e-07,1.04267590763032e-06,4.48333186796089e-06,0.000328232431205865,5.69372501915946e-07,4.80359346984125e-06
"34027",4.02998621377785e-07,1.04267590763032e-06,4.48333186796087e-06,0.000328232431205864,5.69372501915951e-07,4.80359346984123e-06
"34037",1.07154646834552e-06,5.09781295144283e-07,7.5659151524477e-07,1.40675932252517e-06,2.63387066990761e-06,1.1528148606731e-06
"34037",1.07154646834552e-06,5.09781295144283e-07,7.56591515244771e-07,1.40675932252517e-06,2.63387066990762e-06,1.1528148606731e-06
"34038",7.61306156702028e-06,8.35235212668281e-07,3.34699242392752e-05,0.000150897982547461,1.76557331188013e-05,2.07168573001445e-05
"34038",7.61306156702027e-06,8.35235212668286e-07,3.34699242392752e-05,0.000150897982547461,1.76557331188013e-05,2.07168573001445e-05
"34042",5.53257050539278e-06,0.000101612837530846,2.28774422611407e-06,1.20502559262979e-06,7.73529930983498e-07,2.11714456715398e-06
"34042",5.53257050539282e-06,0.000101612837530846,2.28774422611405e-06,1.20502559262979e-06,7.73529930983508e-07,2.11714456715399e-06
"34047",1.75505619042446e-07,1.1915251482419e-06,6.1199559271841e-05,4.91459391924227e-06,0.000102567411702427,3.36708946456241e-06
"34047",1.75505619042443e-07,1.19152514824189e-06,6.11995592718408e-05,4.91459391924226e-06,0.000102567411702427,3.36708946456239e-06
"34049",2.60581893808142e-07,3.12820691864513e-10,6.00518844447495e-06,5.09026652087101e-06,1.90942174539073e-05,4.93936376306559e-05
"34049",2.60581893808141e-07,3.12820691864594e-10,6.00518844447495e-06,5.09026652087101e-06,1.90942174539073e-05,4.93936376306559e-05
"34055",9.79987152693853e-06,0.000117034504387908,2.21093638103184e-07,5.55900755917107e-06,9.09536612988739e-05,4.15235032142577e-05
"34055",9.79987152693854e-06,0.000117034504387908,2.2109363810318e-07,5.55900755917105e-06,9.09536612988739e-05,4.15235032142577e-05
"3406",7.88407974457873e-07,8.3060088561622e-06,4.48913866868047e-05,1.48506776147236e-05,0.000116976662466124,6.97002555138983e-05
"3406",7.88407974457876e-07,8.30600885616217e-06,4.48913866868047e-05,1.48506776147236e-05,0.000116976662466124,6.97002555138982e-05
"34063",6.4253584978912e-06,1.87699010820389e-05,0.00177415747611517,0.000262009722939468,0.00161980480825208,0.000150666411129496
"34063",6.42535849789122e-06,1.87699010820388e-05,0.00177415747611517,0.000262009722939468,0.00161980480825208,0.000150666411129496
"34068",0,0,0,0,0,0
"34068",0,0,0,0,0,0
